Time	Media	Substrate	Cyanobacteria	Intensity
65	MBL	10x	Anabaena_26	19599
65	MBL	10x	Anabaena_26	25142
65	MBL	10x	Anabaena_26	26629
65	MBL	10x	Anabaena_26	28992
74	MBL	10x	Anabaena_26	26010
74	MBL	10x	Anabaena_26	21950
74	MBL	10x	Anabaena_26	23083
74	MBL	10x	Anabaena_26	29945
74	MBL	10x	Anabaena_26	31161
74	MBL	10x	Anabaena_26	33860
0	MBL	1x	Anabaena_26	835
0	MBL	1x	Anabaena_26	971
0	MBL	1x	Anabaena_26	938
0	MBL	1x	Anabaena_26	986
0	MBL	1x	Anabaena_26	992
0	MBL	1x	Anabaena_26	1294
1	MBL	1x	Anabaena_26	844
1	MBL	1x	Anabaena_26	923
1	MBL	1x	Anabaena_26	953
1	MBL	1x	Anabaena_26	1011
1	MBL	1x	Anabaena_26	1024
1	MBL	1x	Anabaena_26	1291
2	MBL	1x	Anabaena_26	1111
2	MBL	1x	Anabaena_26	1272
2	MBL	1x	Anabaena_26	1135
2	MBL	1x	Anabaena_26	1223
2	MBL	1x	Anabaena_26	1324
2	MBL	1x	Anabaena_26	1727
5	MBL	1x	Anabaena_26	631
5	MBL	1x	Anabaena_26	615
5	MBL	1x	Anabaena_26	684
5	MBL	1x	Anabaena_26	799
5	MBL	1x	Anabaena_26	894
5	MBL	1x	Anabaena_26	853
6	MBL	1x	Anabaena_26	3895
6	MBL	1x	Anabaena_26	3663
6	MBL	1x	Anabaena_26	3256
6	MBL	1x	Anabaena_26	3835
6	MBL	1x	Anabaena_26	4836
6	MBL	1x	Anabaena_26	4356
7	MBL	1x	Anabaena_26	4177
7	MBL	1x	Anabaena_26	3895
7	MBL	1x	Anabaena_26	4494
7	MBL	1x	Anabaena_26	4424
7	MBL	1x	Anabaena_26	5019
7	MBL	1x	Anabaena_26	4308
8	MBL	1x	Anabaena_26	3863
8	MBL	1x	Anabaena_26	3556
8	MBL	1x	Anabaena_26	3190
8	MBL	1x	Anabaena_26	3411
8	MBL	1x	Anabaena_26	4317
8	MBL	1x	Anabaena_26	4264
9	MBL	1x	Anabaena_26	3779
9	MBL	1x	Anabaena_26	4225
9	MBL	1x	Anabaena_26	4158
9	MBL	1x	Anabaena_26	4398
9	MBL	1x	Anabaena_26	4828
9	MBL	1x	Anabaena_26	5057
12	MBL	1x	Anabaena_26	3986
12	MBL	1x	Anabaena_26	4159
12	MBL	1x	Anabaena_26	4356
12	MBL	1x	Anabaena_26	4182
12	MBL	1x	Anabaena_26	4283
12	MBL	1x	Anabaena_26	4778
13	MBL	1x	Anabaena_26	4468
13	MBL	1x	Anabaena_26	4535
13	MBL	1x	Anabaena_26	4743
13	MBL	1x	Anabaena_26	4504
13	MBL	1x	Anabaena_26	5098
13	MBL	1x	Anabaena_26	5235
16	MBL	1x	Anabaena_26	4238
16	MBL	1x	Anabaena_26	4596
16	MBL	1x	Anabaena_26	4173
16	MBL	1x	Anabaena_26	4572
16	MBL	1x	Anabaena_26	6238
16	MBL	1x	Anabaena_26	5311
19	MBL	1x	Anabaena_26	5100
19	MBL	1x	Anabaena_26	6865
19	MBL	1x	Anabaena_26	5084
19	MBL	1x	Anabaena_26	6706
19	MBL	1x	Anabaena_26	8076
19	MBL	1x	Anabaena_26	5588
20	MBL	1x	Anabaena_26	5421
20	MBL	1x	Anabaena_26	6831
20	MBL	1x	Anabaena_26	5159
20	MBL	1x	Anabaena_26	6701
20	MBL	1x	Anabaena_26	8189
20	MBL	1x	Anabaena_26	5740
22	MBL	1x	Anabaena_26	5949
22	MBL	1x	Anabaena_26	7279
22	MBL	1x	Anabaena_26	5281
22	MBL	1x	Anabaena_26	7159
22	MBL	1x	Anabaena_26	8939
22	MBL	1x	Anabaena_26	5980
23	MBL	1x	Anabaena_26	6032
23	MBL	1x	Anabaena_26	7277
23	MBL	1x	Anabaena_26	5192
23	MBL	1x	Anabaena_26	7148
23	MBL	1x	Anabaena_26	9156
23	MBL	1x	Anabaena_26	6104
24	MBL	1x	Anabaena_26	6032
24	MBL	1x	Anabaena_26	7277
24	MBL	1x	Anabaena_26	5192
24	MBL	1x	Anabaena_26	7148
24	MBL	1x	Anabaena_26	9156
24	MBL	1x	Anabaena_26	6104
27	MBL	1x	Anabaena_26	6201
27	MBL	1x	Anabaena_26	7962
27	MBL	1x	Anabaena_26	5666
27	MBL	1x	Anabaena_26	8118
27	MBL	1x	Anabaena_26	10317
27	MBL	1x	Anabaena_26	6381
30	MBL	1x	Anabaena_26	5856
30	MBL	1x	Anabaena_26	9110
30	MBL	1x	Anabaena_26	6152
30	MBL	1x	Anabaena_26	9446
30	MBL	1x	Anabaena_26	11646
30	MBL	1x	Anabaena_26	7205
34	MBL	1x	Anabaena_26	6061
34	MBL	1x	Anabaena_26	9034
34	MBL	1x	Anabaena_26	5817
34	MBL	1x	Anabaena_26	9525
34	MBL	1x	Anabaena_26	11043
34	MBL	1x	Anabaena_26	7527
38	MBL	1x	Anabaena_26	6698
38	MBL	1x	Anabaena_26	10013
38	MBL	1x	Anabaena_26	6286
38	MBL	1x	Anabaena_26	11601
38	MBL	1x	Anabaena_26	13438
38	MBL	1x	Anabaena_26	8001
41	MBL	1x	Anabaena_26	7128
41	MBL	1x	Anabaena_26	10539
41	MBL	1x	Anabaena_26	6854
41	MBL	1x	Anabaena_26	12309
41	MBL	1x	Anabaena_26	13665
41	MBL	1x	Anabaena_26	7958
43	MBL	1x	Anabaena_26	7374
43	MBL	1x	Anabaena_26	10693
43	MBL	1x	Anabaena_26	6998
43	MBL	1x	Anabaena_26	12802
43	MBL	1x	Anabaena_26	14273
43	MBL	1x	Anabaena_26	8237
46	MBL	1x	Anabaena_26	7003
46	MBL	1x	Anabaena_26	10624
46	MBL	1x	Anabaena_26	6772
46	MBL	1x	Anabaena_26	13235
46	MBL	1x	Anabaena_26	15030
46	MBL	1x	Anabaena_26	8630
49	MBL	1x	Anabaena_26	7641
49	MBL	1x	Anabaena_26	11455
49	MBL	1x	Anabaena_26	6976
49	MBL	1x	Anabaena_26	14208
49	MBL	1x	Anabaena_26	15303
49	MBL	1x	Anabaena_26	9115
52	MBL	1x	Anabaena_26	8161
52	MBL	1x	Anabaena_26	12895
52	MBL	1x	Anabaena_26	7595
52	MBL	1x	Anabaena_26	16079
52	MBL	1x	Anabaena_26	18025
52	MBL	1x	Anabaena_26	10319
56	MBL	1x	Anabaena_26	8796
56	MBL	1x	Anabaena_26	14086
56	MBL	1x	Anabaena_26	7410
56	MBL	1x	Anabaena_26	17040
56	MBL	1x	Anabaena_26	18710
56	MBL	1x	Anabaena_26	11145
59	MBL	1x	Anabaena_26	9522
59	MBL	1x	Anabaena_26	15280
59	MBL	1x	Anabaena_26	7744
59	MBL	1x	Anabaena_26	18739
59	MBL	1x	Anabaena_26	19811
59	MBL	1x	Anabaena_26	11623
65	MBL	1x	Anabaena_26	10273
65	MBL	1x	Anabaena_26	16797
65	MBL	1x	Anabaena_26	8243
65	MBL	1x	Anabaena_26	19560
65	MBL	1x	Anabaena_26	21204
65	MBL	1x	Anabaena_26	12843
74	MBL	1x	Anabaena_26	11866
74	MBL	1x	Anabaena_26	18242
74	MBL	1x	Anabaena_26	10361
74	MBL	1x	Anabaena_26	23122
74	MBL	1x	Anabaena_26	22081
74	MBL	1x	Anabaena_26	14873
0	MBL	MGS-1	Anabaena_26	16
0	MBL	MGS-1	Anabaena_26	10
0	MBL	MGS-1	Anabaena_26	13
0	MBL	MGS-1	Anabaena_26	10
0	MBL	MGS-1	Anabaena_26	9
0	MBL	MGS-1	Anabaena_26	10
1	MBL	MGS-1	Anabaena_26	13
1	MBL	MGS-1	Anabaena_26	10
1	MBL	MGS-1	Anabaena_26	11
1	MBL	MGS-1	Anabaena_26	11
1	MBL	MGS-1	Anabaena_26	10
1	MBL	MGS-1	Anabaena_26	9
2	MBL	MGS-1	Anabaena_26	12
2	MBL	MGS-1	Anabaena_26	9
2	MBL	MGS-1	Anabaena_26	13
2	MBL	MGS-1	Anabaena_26	13
2	MBL	MGS-1	Anabaena_26	10
2	MBL	MGS-1	Anabaena_26	11
5	MBL	MGS-1	Anabaena_26	15
5	MBL	MGS-1	Anabaena_26	14
5	MBL	MGS-1	Anabaena_26	17
5	MBL	MGS-1	Anabaena_26	16
5	MBL	MGS-1	Anabaena_26	16
5	MBL	MGS-1	Anabaena_26	17
6	MBL	MGS-1	Anabaena_26	39
6	MBL	MGS-1	Anabaena_26	29
6	MBL	MGS-1	Anabaena_26	41
6	MBL	MGS-1	Anabaena_26	39
6	MBL	MGS-1	Anabaena_26	29
6	MBL	MGS-1	Anabaena_26	22
7	MBL	MGS-1	Anabaena_26	75
7	MBL	MGS-1	Anabaena_26	68
7	MBL	MGS-1	Anabaena_26	63
7	MBL	MGS-1	Anabaena_26	87
7	MBL	MGS-1	Anabaena_26	57
7	MBL	MGS-1	Anabaena_26	39
8	MBL	MGS-1	Anabaena_26	91
8	MBL	MGS-1	Anabaena_26	64
8	MBL	MGS-1	Anabaena_26	65
8	MBL	MGS-1	Anabaena_26	90
8	MBL	MGS-1	Anabaena_26	78
8	MBL	MGS-1	Anabaena_26	54
9	MBL	MGS-1	Anabaena_26	139
9	MBL	MGS-1	Anabaena_26	116
9	MBL	MGS-1	Anabaena_26	127
9	MBL	MGS-1	Anabaena_26	172
9	MBL	MGS-1	Anabaena_26	110
9	MBL	MGS-1	Anabaena_26	71
12	MBL	MGS-1	Anabaena_26	312
12	MBL	MGS-1	Anabaena_26	285
12	MBL	MGS-1	Anabaena_26	315
12	MBL	MGS-1	Anabaena_26	354
12	MBL	MGS-1	Anabaena_26	271
12	MBL	MGS-1	Anabaena_26	180
13	MBL	MGS-1	Anabaena_26	350
13	MBL	MGS-1	Anabaena_26	334
13	MBL	MGS-1	Anabaena_26	469
13	MBL	MGS-1	Anabaena_26	493
13	MBL	MGS-1	Anabaena_26	372
13	MBL	MGS-1	Anabaena_26	241
16	MBL	MGS-1	Anabaena_26	677
16	MBL	MGS-1	Anabaena_26	538
16	MBL	MGS-1	Anabaena_26	519
16	MBL	MGS-1	Anabaena_26	643
16	MBL	MGS-1	Anabaena_26	471
16	MBL	MGS-1	Anabaena_26	469
19	MBL	MGS-1	Anabaena_26	927
19	MBL	MGS-1	Anabaena_26	842
19	MBL	MGS-1	Anabaena_26	779
19	MBL	MGS-1	Anabaena_26	826
19	MBL	MGS-1	Anabaena_26	482
19	MBL	MGS-1	Anabaena_26	454
20	MBL	MGS-1	Anabaena_26	978
20	MBL	MGS-1	Anabaena_26	928
20	MBL	MGS-1	Anabaena_26	807
20	MBL	MGS-1	Anabaena_26	793
20	MBL	MGS-1	Anabaena_26	383
20	MBL	MGS-1	Anabaena_26	516
22	MBL	MGS-1	Anabaena_26	1081
22	MBL	MGS-1	Anabaena_26	1036
22	MBL	MGS-1	Anabaena_26	786
22	MBL	MGS-1	Anabaena_26	760
22	MBL	MGS-1	Anabaena_26	368
22	MBL	MGS-1	Anabaena_26	568
23	MBL	MGS-1	Anabaena_26	1007
23	MBL	MGS-1	Anabaena_26	1010
23	MBL	MGS-1	Anabaena_26	830
23	MBL	MGS-1	Anabaena_26	784
23	MBL	MGS-1	Anabaena_26	396
23	MBL	MGS-1	Anabaena_26	551
24	MBL	MGS-1	Anabaena_26	1007
24	MBL	MGS-1	Anabaena_26	1010
24	MBL	MGS-1	Anabaena_26	830
24	MBL	MGS-1	Anabaena_26	784
24	MBL	MGS-1	Anabaena_26	396
24	MBL	MGS-1	Anabaena_26	551
27	MBL	MGS-1	Anabaena_26	1068
27	MBL	MGS-1	Anabaena_26	1291
27	MBL	MGS-1	Anabaena_26	1177
27	MBL	MGS-1	Anabaena_26	1019
27	MBL	MGS-1	Anabaena_26	577
27	MBL	MGS-1	Anabaena_26	582
30	MBL	MGS-1	Anabaena_26	1378
30	MBL	MGS-1	Anabaena_26	1698
30	MBL	MGS-1	Anabaena_26	1526
30	MBL	MGS-1	Anabaena_26	1357
30	MBL	MGS-1	Anabaena_26	843
30	MBL	MGS-1	Anabaena_26	819
34	MBL	MGS-1	Anabaena_26	1718
34	MBL	MGS-1	Anabaena_26	1908
34	MBL	MGS-1	Anabaena_26	1693
34	MBL	MGS-1	Anabaena_26	1422
34	MBL	MGS-1	Anabaena_26	963
34	MBL	MGS-1	Anabaena_26	1165
38	MBL	MGS-1	Anabaena_26	1884
38	MBL	MGS-1	Anabaena_26	2025
38	MBL	MGS-1	Anabaena_26	1862
38	MBL	MGS-1	Anabaena_26	1634
38	MBL	MGS-1	Anabaena_26	1034
38	MBL	MGS-1	Anabaena_26	1160
41	MBL	MGS-1	Anabaena_26	2229
41	MBL	MGS-1	Anabaena_26	2500
41	MBL	MGS-1	Anabaena_26	2359
41	MBL	MGS-1	Anabaena_26	1748
41	MBL	MGS-1	Anabaena_26	1074
41	MBL	MGS-1	Anabaena_26	1250
43	MBL	MGS-1	Anabaena_26	2167
43	MBL	MGS-1	Anabaena_26	2519
43	MBL	MGS-1	Anabaena_26	2384
43	MBL	MGS-1	Anabaena_26	1830
43	MBL	MGS-1	Anabaena_26	1138
43	MBL	MGS-1	Anabaena_26	1351
46	MBL	MGS-1	Anabaena_26	2271
46	MBL	MGS-1	Anabaena_26	2574
46	MBL	MGS-1	Anabaena_26	2360
46	MBL	MGS-1	Anabaena_26	1962
46	MBL	MGS-1	Anabaena_26	1237
46	MBL	MGS-1	Anabaena_26	1492
49	MBL	MGS-1	Anabaena_26	2609
49	MBL	MGS-1	Anabaena_26	2818
49	MBL	MGS-1	Anabaena_26	2651
49	MBL	MGS-1	Anabaena_26	2151
49	MBL	MGS-1	Anabaena_26	1298
49	MBL	MGS-1	Anabaena_26	1631
52	MBL	MGS-1	Anabaena_26	2504
52	MBL	MGS-1	Anabaena_26	2988
52	MBL	MGS-1	Anabaena_26	2648
52	MBL	MGS-1	Anabaena_26	2311
52	MBL	MGS-1	Anabaena_26	1444
52	MBL	MGS-1	Anabaena_26	1721
56	MBL	MGS-1	Anabaena_26	2756
56	MBL	MGS-1	Anabaena_26	3184
56	MBL	MGS-1	Anabaena_26	2589
56	MBL	MGS-1	Anabaena_26	2088
56	MBL	MGS-1	Anabaena_26	1397
56	MBL	MGS-1	Anabaena_26	1718
59	MBL	MGS-1	Anabaena_26	2749
59	MBL	MGS-1	Anabaena_26	3226
59	MBL	MGS-1	Anabaena_26	2338
59	MBL	MGS-1	Anabaena_26	2051
59	MBL	MGS-1	Anabaena_26	1586
59	MBL	MGS-1	Anabaena_26	1772
65	MBL	MGS-1	Anabaena_26	3337
65	MBL	MGS-1	Anabaena_26	3746
65	MBL	MGS-1	Anabaena_26	2793
65	MBL	MGS-1	Anabaena_26	3045
65	MBL	MGS-1	Anabaena_26	1917
65	MBL	MGS-1	Anabaena_26	4363
74	MBL	MGS-1	Anabaena_26	4997
74	MBL	MGS-1	Anabaena_26	4455
74	MBL	MGS-1	Anabaena_26	4009
74	MBL	MGS-1	Anabaena_26	4981
74	MBL	MGS-1	Anabaena_26	2395
74	MBL	MGS-1	Anabaena_26	5299
0	MBL	MMS-2	Anabaena_26	21
0	MBL	MMS-2	Anabaena_26	18
0	MBL	MMS-2	Anabaena_26	18
0	MBL	MMS-2	Anabaena_26	16
0	MBL	MMS-2	Anabaena_26	12
0	MBL	MMS-2	Anabaena_26	13
1	MBL	MMS-2	Anabaena_26	20
1	MBL	MMS-2	Anabaena_26	19
1	MBL	MMS-2	Anabaena_26	18
1	MBL	MMS-2	Anabaena_26	14
1	MBL	MMS-2	Anabaena_26	11
1	MBL	MMS-2	Anabaena_26	12
2	MBL	MMS-2	Anabaena_26	17
2	MBL	MMS-2	Anabaena_26	16
2	MBL	MMS-2	Anabaena_26	16
2	MBL	MMS-2	Anabaena_26	11
2	MBL	MMS-2	Anabaena_26	8
2	MBL	MMS-2	Anabaena_26	11
5	MBL	MMS-2	Anabaena_26	14
5	MBL	MMS-2	Anabaena_26	14
5	MBL	MMS-2	Anabaena_26	23
5	MBL	MMS-2	Anabaena_26	10
5	MBL	MMS-2	Anabaena_26	10
5	MBL	MMS-2	Anabaena_26	13
6	MBL	MMS-2	Anabaena_26	27
6	MBL	MMS-2	Anabaena_26	27
6	MBL	MMS-2	Anabaena_26	30
6	MBL	MMS-2	Anabaena_26	18
6	MBL	MMS-2	Anabaena_26	14
6	MBL	MMS-2	Anabaena_26	13
7	MBL	MMS-2	Anabaena_26	69
7	MBL	MMS-2	Anabaena_26	49
7	MBL	MMS-2	Anabaena_26	60
7	MBL	MMS-2	Anabaena_26	39
7	MBL	MMS-2	Anabaena_26	39
7	MBL	MMS-2	Anabaena_26	26
8	MBL	MMS-2	Anabaena_26	77
8	MBL	MMS-2	Anabaena_26	45
8	MBL	MMS-2	Anabaena_26	52
8	MBL	MMS-2	Anabaena_26	36
8	MBL	MMS-2	Anabaena_26	42
8	MBL	MMS-2	Anabaena_26	25
9	MBL	MMS-2	Anabaena_26	101
9	MBL	MMS-2	Anabaena_26	84
9	MBL	MMS-2	Anabaena_26	100
9	MBL	MMS-2	Anabaena_26	63
9	MBL	MMS-2	Anabaena_26	56
9	MBL	MMS-2	Anabaena_26	32
12	MBL	MMS-2	Anabaena_26	266
12	MBL	MMS-2	Anabaena_26	209
12	MBL	MMS-2	Anabaena_26	157
12	MBL	MMS-2	Anabaena_26	168
12	MBL	MMS-2	Anabaena_26	129
12	MBL	MMS-2	Anabaena_26	92
13	MBL	MMS-2	Anabaena_26	374
13	MBL	MMS-2	Anabaena_26	252
13	MBL	MMS-2	Anabaena_26	190
13	MBL	MMS-2	Anabaena_26	209
13	MBL	MMS-2	Anabaena_26	150
13	MBL	MMS-2	Anabaena_26	105
16	MBL	MMS-2	Anabaena_26	683
16	MBL	MMS-2	Anabaena_26	410
16	MBL	MMS-2	Anabaena_26	402
16	MBL	MMS-2	Anabaena_26	366
16	MBL	MMS-2	Anabaena_26	322
16	MBL	MMS-2	Anabaena_26	269
19	MBL	MMS-2	Anabaena_26	1419
19	MBL	MMS-2	Anabaena_26	702
19	MBL	MMS-2	Anabaena_26	627
19	MBL	MMS-2	Anabaena_26	741
19	MBL	MMS-2	Anabaena_26	419
19	MBL	MMS-2	Anabaena_26	422
20	MBL	MMS-2	Anabaena_26	529
20	MBL	MMS-2	Anabaena_26	885
20	MBL	MMS-2	Anabaena_26	701
20	MBL	MMS-2	Anabaena_26	675
20	MBL	MMS-2	Anabaena_26	477
20	MBL	MMS-2	Anabaena_26	564
22	MBL	MMS-2	Anabaena_26	371
22	MBL	MMS-2	Anabaena_26	519
22	MBL	MMS-2	Anabaena_26	787
22	MBL	MMS-2	Anabaena_26	317
22	MBL	MMS-2	Anabaena_26	504
22	MBL	MMS-2	Anabaena_26	393
23	MBL	MMS-2	Anabaena_26	365
23	MBL	MMS-2	Anabaena_26	445
23	MBL	MMS-2	Anabaena_26	792
23	MBL	MMS-2	Anabaena_26	370
23	MBL	MMS-2	Anabaena_26	538
23	MBL	MMS-2	Anabaena_26	352
24	MBL	MMS-2	Anabaena_26	365
24	MBL	MMS-2	Anabaena_26	445
24	MBL	MMS-2	Anabaena_26	792
24	MBL	MMS-2	Anabaena_26	370
24	MBL	MMS-2	Anabaena_26	538
24	MBL	MMS-2	Anabaena_26	352
27	MBL	MMS-2	Anabaena_26	514
27	MBL	MMS-2	Anabaena_26	516
27	MBL	MMS-2	Anabaena_26	794
27	MBL	MMS-2	Anabaena_26	429
27	MBL	MMS-2	Anabaena_26	407
27	MBL	MMS-2	Anabaena_26	429
30	MBL	MMS-2	Anabaena_26	780
30	MBL	MMS-2	Anabaena_26	682
30	MBL	MMS-2	Anabaena_26	864
30	MBL	MMS-2	Anabaena_26	546
30	MBL	MMS-2	Anabaena_26	476
30	MBL	MMS-2	Anabaena_26	523
34	MBL	MMS-2	Anabaena_26	979
34	MBL	MMS-2	Anabaena_26	885
34	MBL	MMS-2	Anabaena_26	968
34	MBL	MMS-2	Anabaena_26	643
34	MBL	MMS-2	Anabaena_26	616
34	MBL	MMS-2	Anabaena_26	645
38	MBL	MMS-2	Anabaena_26	1054
38	MBL	MMS-2	Anabaena_26	924
38	MBL	MMS-2	Anabaena_26	1098
38	MBL	MMS-2	Anabaena_26	755
38	MBL	MMS-2	Anabaena_26	669
38	MBL	MMS-2	Anabaena_26	839
41	MBL	MMS-2	Anabaena_26	1015
41	MBL	MMS-2	Anabaena_26	959
41	MBL	MMS-2	Anabaena_26	1157
41	MBL	MMS-2	Anabaena_26	837
41	MBL	MMS-2	Anabaena_26	759
41	MBL	MMS-2	Anabaena_26	841
43	MBL	MMS-2	Anabaena_26	1066
43	MBL	MMS-2	Anabaena_26	1025
43	MBL	MMS-2	Anabaena_26	1284
43	MBL	MMS-2	Anabaena_26	881
43	MBL	MMS-2	Anabaena_26	818
43	MBL	MMS-2	Anabaena_26	833
46	MBL	MMS-2	Anabaena_26	1164
46	MBL	MMS-2	Anabaena_26	1124
46	MBL	MMS-2	Anabaena_26	1373
46	MBL	MMS-2	Anabaena_26	1000
46	MBL	MMS-2	Anabaena_26	957
46	MBL	MMS-2	Anabaena_26	1000
49	MBL	MMS-2	Anabaena_26	1260
49	MBL	MMS-2	Anabaena_26	1273
49	MBL	MMS-2	Anabaena_26	1646
49	MBL	MMS-2	Anabaena_26	1203
49	MBL	MMS-2	Anabaena_26	1205
49	MBL	MMS-2	Anabaena_26	1273
52	MBL	MMS-2	Anabaena_26	1418
52	MBL	MMS-2	Anabaena_26	1285
52	MBL	MMS-2	Anabaena_26	1819
52	MBL	MMS-2	Anabaena_26	1338
52	MBL	MMS-2	Anabaena_26	1397
52	MBL	MMS-2	Anabaena_26	1389
56	MBL	MMS-2	Anabaena_26	1711
56	MBL	MMS-2	Anabaena_26	1574
56	MBL	MMS-2	Anabaena_26	2017
56	MBL	MMS-2	Anabaena_26	1500
56	MBL	MMS-2	Anabaena_26	1462
56	MBL	MMS-2	Anabaena_26	1681
59	MBL	MMS-2	Anabaena_26	1914
59	MBL	MMS-2	Anabaena_26	1652
59	MBL	MMS-2	Anabaena_26	2113
59	MBL	MMS-2	Anabaena_26	1655
59	MBL	MMS-2	Anabaena_26	1652
59	MBL	MMS-2	Anabaena_26	1828
65	MBL	MMS-2	Anabaena_26	2137
65	MBL	MMS-2	Anabaena_26	1975
65	MBL	MMS-2	Anabaena_26	2463
65	MBL	MMS-2	Anabaena_26	1661
65	MBL	MMS-2	Anabaena_26	1903
65	MBL	MMS-2	Anabaena_26	2188
74	MBL	MMS-2	Anabaena_26	2729
74	MBL	MMS-2	Anabaena_26	2498
74	MBL	MMS-2	Anabaena_26	3214
74	MBL	MMS-2	Anabaena_26	2208
74	MBL	MMS-2	Anabaena_26	2477
74	MBL	MMS-2	Anabaena_26	2792
0	MBL	PRT	Anabaena_26	48
0	MBL	PRT	Anabaena_26	48
0	MBL	PRT	Anabaena_26	61
0	MBL	PRT	Anabaena_26	32
0	MBL	PRT	Anabaena_26	39
0	MBL	PRT	Anabaena_26	38
1	MBL	PRT	Anabaena_26	40
1	MBL	PRT	Anabaena_26	51
1	MBL	PRT	Anabaena_26	53
1	MBL	PRT	Anabaena_26	34
1	MBL	PRT	Anabaena_26	34
1	MBL	PRT	Anabaena_26	36
2	MBL	PRT	Anabaena_26	29
2	MBL	PRT	Anabaena_26	35
2	MBL	PRT	Anabaena_26	37
2	MBL	PRT	Anabaena_26	29
2	MBL	PRT	Anabaena_26	29
2	MBL	PRT	Anabaena_26	32
5	MBL	PRT	Anabaena_26	16
5	MBL	PRT	Anabaena_26	17
5	MBL	PRT	Anabaena_26	17
5	MBL	PRT	Anabaena_26	18
5	MBL	PRT	Anabaena_26	16
5	MBL	PRT	Anabaena_26	18
6	MBL	PRT	Anabaena_26	27
6	MBL	PRT	Anabaena_26	28
6	MBL	PRT	Anabaena_26	31
6	MBL	PRT	Anabaena_26	22
6	MBL	PRT	Anabaena_26	27
6	MBL	PRT	Anabaena_26	29
7	MBL	PRT	Anabaena_26	36
7	MBL	PRT	Anabaena_26	34
7	MBL	PRT	Anabaena_26	40
7	MBL	PRT	Anabaena_26	33
7	MBL	PRT	Anabaena_26	41
7	MBL	PRT	Anabaena_26	40
8	MBL	PRT	Anabaena_26	35
8	MBL	PRT	Anabaena_26	24
8	MBL	PRT	Anabaena_26	28
8	MBL	PRT	Anabaena_26	23
8	MBL	PRT	Anabaena_26	30
8	MBL	PRT	Anabaena_26	38
9	MBL	PRT	Anabaena_26	33
9	MBL	PRT	Anabaena_26	30
9	MBL	PRT	Anabaena_26	36
9	MBL	PRT	Anabaena_26	29
9	MBL	PRT	Anabaena_26	38
9	MBL	PRT	Anabaena_26	37
12	MBL	PRT	Anabaena_26	34
12	MBL	PRT	Anabaena_26	27
12	MBL	PRT	Anabaena_26	28
12	MBL	PRT	Anabaena_26	21
12	MBL	PRT	Anabaena_26	35
12	MBL	PRT	Anabaena_26	38
13	MBL	PRT	Anabaena_26	39
13	MBL	PRT	Anabaena_26	30
13	MBL	PRT	Anabaena_26	36
13	MBL	PRT	Anabaena_26	27
13	MBL	PRT	Anabaena_26	38
13	MBL	PRT	Anabaena_26	43
16	MBL	PRT	Anabaena_26	41
16	MBL	PRT	Anabaena_26	27
16	MBL	PRT	Anabaena_26	31
16	MBL	PRT	Anabaena_26	20
16	MBL	PRT	Anabaena_26	34
16	MBL	PRT	Anabaena_26	47
19	MBL	PRT	Anabaena_26	51
19	MBL	PRT	Anabaena_26	26
19	MBL	PRT	Anabaena_26	35
19	MBL	PRT	Anabaena_26	19
19	MBL	PRT	Anabaena_26	41
19	MBL	PRT	Anabaena_26	56
20	MBL	PRT	Anabaena_26	52
20	MBL	PRT	Anabaena_26	25
20	MBL	PRT	Anabaena_26	32
20	MBL	PRT	Anabaena_26	18
20	MBL	PRT	Anabaena_26	42
20	MBL	PRT	Anabaena_26	60
22	MBL	PRT	Anabaena_26	61
22	MBL	PRT	Anabaena_26	24
22	MBL	PRT	Anabaena_26	35
22	MBL	PRT	Anabaena_26	15
22	MBL	PRT	Anabaena_26	47
22	MBL	PRT	Anabaena_26	68
23	MBL	PRT	Anabaena_26	67
23	MBL	PRT	Anabaena_26	22
23	MBL	PRT	Anabaena_26	34
23	MBL	PRT	Anabaena_26	14
23	MBL	PRT	Anabaena_26	47
23	MBL	PRT	Anabaena_26	73
24	MBL	PRT	Anabaena_26	67
24	MBL	PRT	Anabaena_26	22
24	MBL	PRT	Anabaena_26	34
24	MBL	PRT	Anabaena_26	14
24	MBL	PRT	Anabaena_26	47
24	MBL	PRT	Anabaena_26	73
27	MBL	PRT	Anabaena_26	82
27	MBL	PRT	Anabaena_26	19
27	MBL	PRT	Anabaena_26	33
27	MBL	PRT	Anabaena_26	11
27	MBL	PRT	Anabaena_26	54
27	MBL	PRT	Anabaena_26	94
30	MBL	PRT	Anabaena_26	105
30	MBL	PRT	Anabaena_26	20
30	MBL	PRT	Anabaena_26	38
30	MBL	PRT	Anabaena_26	11
30	MBL	PRT	Anabaena_26	76
30	MBL	PRT	Anabaena_26	130
34	MBL	PRT	Anabaena_26	150
34	MBL	PRT	Anabaena_26	18
34	MBL	PRT	Anabaena_26	45
34	MBL	PRT	Anabaena_26	11
34	MBL	PRT	Anabaena_26	103
34	MBL	PRT	Anabaena_26	168
38	MBL	PRT	Anabaena_26	172
38	MBL	PRT	Anabaena_26	20
38	MBL	PRT	Anabaena_26	63
38	MBL	PRT	Anabaena_26	14
38	MBL	PRT	Anabaena_26	145
38	MBL	PRT	Anabaena_26	206
41	MBL	PRT	Anabaena_26	180
41	MBL	PRT	Anabaena_26	21
41	MBL	PRT	Anabaena_26	80
41	MBL	PRT	Anabaena_26	10
41	MBL	PRT	Anabaena_26	209
41	MBL	PRT	Anabaena_26	261
